NORMAL,BMP,RA,WNT,FGF,NODAL,SHH,PCP,BOOM
0.7431681639263988,0.844704336046995,0.907862885149876,0.9363573923336598,0.820071358080923,0.9347006295521006,0.6090075062552126,0.37896082982048973,0.9571353575309184
