NORMAL,BMP,RA,WNT,FGF,NODAL,SHH,PCP,BOOM
0.7888764832653908,0.9121594378204021,0.9168176063881585,0.9569808822312339,0.8074301861702127,0.8642654223094388,0.7128429248227991,0.5380850412970327,0.9765615719814192
